koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_srad
FALSE POSITIVE,1,0,0,1,0.566796331,131.8335,0.981,5.194,115.0,1.5,2411.0,7979.99,33.3,6319.0,1.032
FALSE POSITIVE,1,0,0,1,0.566793614,131.65376,0.9476,5.723,31.4,21.63,7584.0,781981.98,79.8,3789.0,27.384
FALSE POSITIVE,0,1,0,0,439.10769689999995,222.7449,0.7777,26.2259,69800.0,24.7,221.0,0.57,884.9,5810.0,0.8109999999999999
FALSE POSITIVE,0,1,0,0,10.81589054,139.7935811,0.21899999999999997,4.73495,45400.0,32.48,1086.0,328.64,4313.4,6269.0,1.508
FALSE POSITIVE,0,0,1,1,0.566799725,131.8211,0.33,4.0969999999999995,46.7,0.77,2289.0,6460.25,12.5,5576.0,1.1320000000000001
FALSE POSITIVE,0,1,0,0,6.49066214,132.0676273,0.7979999999999999,3.47128,195000.0,33.46,621.0,35.28,1680.0,4448.0,0.563
FALSE POSITIVE,0,1,0,0,2.991884392,134.175892,0.496,7.5583,124000.0,40.11,1486.0,1154.88,1280.3,6596.0,1.094
FALSE POSITIVE,0,0,1,1,0.759755409,131.79602,0.455,2.734,70.0,0.91,2121.0,4773.08,15.9,6090.0,1.071
FALSE POSITIVE,0,0,1,1,0.93891532,131.83424,0.069,2.134,39.1,1.13,2667.0,11944.88,8.2,6534.0,1.797
FALSE POSITIVE,1,0,0,1,1.140133012,132.34077,1.181,9.251,223.0,126.77,4370.0,86385.22,63.4,6715.0,5.97
FALSE POSITIVE,0,1,1,0,1.208524388,131.985195,1.2590000000000001,1.8478,4760.0,26.71,1286.0,647.48,181.3,4963.0,0.701
FALSE POSITIVE,0,1,0,0,5.197420145,132.5674705,1.025,6.78534,91300.0,81.49,1416.0,949.86,4262.1,6248.0,1.528
FALSE POSITIVE,1,0,0,0,0.562006231,132.0289,0.6779999999999999,3.4960000000000004,14.2,0.58,2978.0,18708.86,12.8,6609.0,1.455
FALSE POSITIVE,0,1,0,0,14.31315739,138.2205171,0.004,8.90236,21600.0,34.98,1144.0,404.48,4262.9,5750.0,2.379
FALSE POSITIVE,1,0,1,1,0.580724809,131.72956000000002,0.292,1.82,64.2,0.75,2191.0,5418.89,16.9,5989.0,0.9329999999999999
FALSE POSITIVE,1,0,0,0,2.53021,132.0918,1.275,21.79,368.0,41.44,1543.0,1338.82,24.2,5780.0,1.296
CONFIRMED,0,0,0,0,23.622357100000002,146.9643,0.369,6.852,57.0,1.07,797.0,95.35,11.4,6144.0,1.393
CONFIRMED,0,0,0,0,31.827648999999997,134.59995,0.785,1.639,520.0,4.98,668.0,47.21,16.4,4774.0,1.954
FALSE POSITIVE,0,0,0,1,3.49550335,132.0754,0.0843,3.799,60.9,0.66,1081.0,322.8,9.6,5582.0,0.85
FALSE POSITIVE,0,1,1,1,0.750737313,131.82143,0.46299999999999997,1.712,38.8,0.48,1603.0,1558.69,13.4,5151.0,0.7609999999999999
CANDIDATE,0,0,0,0,3.226232203,134.41924,0.145,0.4022,36.3,1.01,1620.0,1627.1,9.9,6534.0,1.4369999999999998
CANDIDATE,0,0,0,0,5.29655591,131.8704,0.37,3.93,135.0,1.3,1156.0,421.14,9.3,6268.0,1.1
FALSE POSITIVE,0,0,1,0,0.379412331,131.61158999999998,0.243,1.561,594.0,1.59,1643.0,1724.34,20.2,4331.0,0.6659999999999999
FALSE POSITIVE,1,0,0,0,321.00742,301.0957,0.6639,13.01,307.0,3.7,351.0,3.59,11.1,5258.0,2.004
FALSE POSITIVE,1,0,0,0,0.75509861,131.962107,1.091,2.6423,60300.0,60.74,2359.0,7285.15,385.4,6038.0,1.213
FALSE POSITIVE,0,1,0,0,0.594003994,132.07058999999998,0.4978,5.557,25.4,1.55,4952.0,142174.84,51.1,8596.0,2.968
FALSE POSITIVE,1,0,0,0,183.836254,149.3728,0.956,13.088,1050.0,51.64,852.0,124.46,15.7,4959.0,11.963
CANDIDATE,0,0,0,0,392.601892,496.9922,0.713,3.21,779.0,2.25,204.0,0.41,7.8,5307.0,0.753
FALSE POSITIVE,1,0,0,0,452.65205999999995,495.31699999999995,0.6459999999999999,19.87,175.0,2.41,345.0,3.33,17.0,6664.0,1.73
FALSE POSITIVE,1,0,0,0,234.66319190000002,166.0293811,0.028999999999999998,7.627000000000001,244.0,1.68,328.0,2.73,5.0,6306.0,1.0759999999999998
FALSE POSITIVE,1,0,0,0,351.204993,184.9276,0.777,22.414,1260.0,3.57,258.0,1.04,21.3,5845.0,0.9179999999999999
CANDIDATE,0,0,0,0,260.446151,235.46900000000002,0.8959999999999999,9.314,714.0,25.39,608.0,32.37,16.8,4845.0,7.796
FALSE POSITIVE,0,1,0,0,8.460438928,133.7744903,1.061,4.73492,76400.0,36.62,804.0,98.6,1797.4,5951.0,0.7020000000000001
FALSE POSITIVE,0,1,1,0,0.958116585,132.052919,1.275,2.3496,2370.0,49.16,2271.0,6312.99,296.0,6032.0,1.365
CANDIDATE,0,0,0,0,5.88836941,136.02799,0.249,1.05,120.0,1.21,1125.0,379.27,8.3,6243.0,1.084
FALSE POSITIVE,0,0,1,0,0.555973803,131.96589,0.563,1.271,75.3,1.9,3049.0,20544.64,23.3,5445.0,2.117
FALSE POSITIVE,0,1,0,0,1.992098705,132.891052,1.069,4.03833,69400.0,45.85,1435.0,1006.31,1186.0,6024.0,0.9
CANDIDATE,0,0,0,0,6.079945700000001,136.444,0.09699999999999999,2.7060000000000004,55.1,0.86,1101.0,348.11,7.3,6008.0,1.168
FALSE POSITIVE,0,0,1,0,2.2227289,131.895,0.254,2.617,279.0,34.14,4454.0,93172.12,10.5,4996.0,20.848000000000003
CANDIDATE,0,0,0,0,1.8134378,132.6703,0.418,7.776,97.4,0.69,1158.0,423.67,19.1,5094.0,0.7
FALSE POSITIVE,0,1,1,0,0.5421226170000001,131.98408,0.10800000000000001,1.2830000000000001,88.3,0.94,2238.0,5914.13,16.3,5875.0,0.998
FALSE POSITIVE,0,1,1,1,0.73975345,131.81739,0.525,4.2,482.0,2.09,1818.0,2580.0,86.2,5271.0,0.935
FALSE POSITIVE,0,0,1,0,8.39140024,139.02864,0.342,1.193,134.0,1.1,921.0,169.89,9.2,5892.0,0.935
FALSE POSITIVE,0,1,0,0,352.71009100000003,251.1931,0.32899999999999996,2.9010000000000002,1660.0,3.75,261.0,1.09,9.6,6112.0,0.9079999999999999
FALSE POSITIVE,1,0,0,0,0.532493086,131.90243999999998,0.5579999999999999,2.145,19.9,1.87,4893.0,135046.96,8.9,6894.0,4.032
FALSE POSITIVE,0,0,1,0,1.41435861,132.69838000000001,0.18899999999999997,2.285,56.8,0.74,1578.0,1458.2,9.5,5470.0,0.9940000000000001
FALSE POSITIVE,0,0,1,0,0.812678859,132.20817,0.664,0.841,39.3,0.83,2403.0,7917.14,7.4,6636.0,1.236
FALSE POSITIVE,0,1,1,1,8.4879444,176.92505,0.752,3.2239999999999998,119.0,1.23,969.0,208.99,19.5,6134.0,1.0390000000000001
FALSE POSITIVE,0,0,1,0,1.63345402,181.8556,1.19,3.8169999999999997,359.0,24.87,1750.0,2211.18,7.4,6283.0,1.091
CANDIDATE,0,0,0,0,28.64338839,141.22933,0.968,1.2246,624.0,5.82,871.0,136.32,23.1,6507.0,1.767
FALSE POSITIVE,1,0,0,0,6.63449721,134.16545,1.246,22.982,919.0,85.25,1719.0,2067.13,160.1,6487.0,2.8169999999999997
FALSE POSITIVE,0,1,0,1,1.50650136,132.98952,0.556,3.1126,66.9,0.8,1562.0,1403.44,41.9,5607.0,0.948
CANDIDATE,0,0,0,0,1.570592397,131.53037700000002,0.031,0.623,214.0,1.37,1480.0,1135.98,29.7,5519.0,0.9209999999999999
FALSE POSITIVE,1,0,0,0,43.142257,132.3007,1.179,61.73,283.0,37.88,706.0,58.68,30.5,6198.0,1.7690000000000001
CANDIDATE,0,0,0,0,87.487573,154.5163,0.127,5.881,529.0,1.87,377.0,4.79,8.4,5774.0,0.818
CANDIDATE,0,0,0,0,11.945137599999999,142.3107,0.44299999999999995,6.893,63.3,3.32,1337.0,755.16,12.4,5094.0,4.163
CANDIDATE,0,0,0,0,277.13367,400.4719,0.662,9.67,321.0,1.84,307.0,2.09,8.7,6461.0,0.971
FALSE POSITIVE,1,0,0,0,3.381607,132.92656000000002,0.08800000000000001,7.627000000000001,441.0,117.25,6037.0,314164.85,16.6,3974.0,59.437
FALSE POSITIVE,1,0,0,1,0.660655454,131.6909,1.0979999999999999,7.111000000000001,567.0,16.81,2497.0,9210.84,77.7,6520.0,1.215
FALSE POSITIVE,1,0,0,0,384.09781,418.6723,0.016,12.55,100.0,1.63,330.0,2.8,8.7,5884.0,1.6280000000000001
FALSE POSITIVE,1,0,0,0,333.7163405,336.7917544,0.09300000000000001,4.8236,420.0,3.53,362.0,4.05,3.1,6045.0,1.719
FALSE POSITIVE,1,0,1,1,322.50741,350.3646,0.912,20.688000000000002,350.0,2.11,257.0,1.03,13.7,5708.0,0.9329999999999999
FALSE POSITIVE,1,0,0,0,373.8716,186.6688,0.24600000000000002,16.78,383.0,2.19,279.0,1.44,10.3,5846.0,1.1159999999999999
FALSE POSITIVE,1,0,0,0,171.046664,293.02637000000004,0.387,2.438,731.0,32.31,827.0,110.64,9.8,4932.0,12.048
FALSE POSITIVE,0,1,0,0,0.7998683540000001,131.997209,1.274,6.6129999999999995,4930.0,34.7,1816.0,2581.61,251.4,5568.0,0.882
FALSE POSITIVE,1,0,0,0,345.7671,320.3812,0.391,15.38,213.0,2.5,336.0,3.02,12.3,5845.0,1.702
FALSE POSITIVE,1,0,0,0,350.34114,184.81,0.01,16.97,1360.0,2.5,202.0,0.39,16.4,5188.0,0.69
FALSE POSITIVE,1,0,0,0,363.97165,198.9835,1.3940000000000001,5.702000000000001,1970.0,40.48,231.0,0.68,8.5,5648.0,0.841
FALSE POSITIVE,1,0,0,0,395.23753,186.53599999999997,0.629,18.494,1300.0,3.17,225.0,0.61,13.4,5648.0,0.841
FALSE POSITIVE,1,0,0,0,385.97241,315.6247,0.444,12.167,162.0,1.72,325.0,2.65,10.8,6732.0,1.3159999999999998
FALSE POSITIVE,1,0,0,0,89.667675,183.03599999999997,0.324,3.7260000000000004,1420.0,78.77,1364.0,818.91,7.0,4742.0,21.291
FALSE POSITIVE,0,1,1,0,2.183517999,132.692938,1.214,4.2703,1320.0,4633.66,9791.0,2169685.72,147.7,3198.0,162.725
FALSE POSITIVE,0,0,1,0,9.4022333,134.8876,0.019,2.79,316.0,23.61,2309.0,6719.57,9.8,4597.0,13.874
FALSE POSITIVE,0,1,0,0,1.306220168,132.11220559999998,0.35200000000000004,5.14519,481000.0,83.16,2095.0,4556.14,2019.4,6600.0,1.124
FALSE POSITIVE,0,1,0,0,25.70600117,156.644215,0.43,10.969000000000001,465000.0,67.11,579.0,26.55,2008.1,5642.0,0.903
FALSE POSITIVE,0,1,0,0,20.00024281,134.82021,1.004,5.0042,13100.0,21.57,746.0,73.09,796.5,6373.0,1.047
CANDIDATE,0,0,0,0,25.0032023,140.90106,0.7559999999999999,5.497999999999999,64.1,1.47,837.0,116.27,12.6,6148.0,1.685
FALSE POSITIVE,1,0,1,0,0.643703667,131.98490800000002,0.036000000000000004,0.8009999999999999,172.0,1.48,2358.0,7305.66,40.3,6161.0,1.114
CANDIDATE,0,0,0,0,3.79437277,132.1265,0.05,2.289,83.2,1.36,1383.0,865.53,7.7,5455.0,1.507
FALSE POSITIVE,0,0,1,1,7.04716175,132.7504,0.856,2.693,151.0,1.1,817.0,105.1,9.4,5496.0,0.7759999999999999
FALSE POSITIVE,1,0,0,0,494.165759,472.0427,0.41,2.239,1440.0,4.5,265.0,1.17,7.4,6392.0,1.162
CANDIDATE,0,0,0,0,502.25647999999995,162.5842,0.05,14.84,153.0,1.03,215.0,0.51,8.1,5637.0,0.833
FALSE POSITIVE,1,0,1,1,0.609668222,131.934,0.135,2.8360000000000003,288.0,1.35,1805.0,2491.57,15.7,5296.0,0.815
FALSE POSITIVE,0,0,1,0,7.02932339,134.66433999999998,0.098,2.853,81.6,0.92,974.0,212.66,8.7,5977.0,1.022
FALSE POSITIVE,1,0,1,1,19.229478,132.5889,0.6990000000000001,4.68,116.0,1.97,970.0,209.42,8.1,6654.0,1.712
CONFIRMED,0,0,0,0,1.8651141930000001,133.79234399999999,0.785,0.4279,1120.0,0.66,455.0,10.1,56.9,3292.0,0.14800000000000002
FALSE POSITIVE,0,0,1,1,2.99540439,132.78128,1.179,6.172000000000001,223.0,65.37,2195.0,5493.46,45.6,6106.0,3.09
FALSE POSITIVE,0,1,0,0,0.784031658,133.38391000000001,0.102,0.7773,352.0,1.55,1705.0,1995.65,28.2,5435.0,0.8240000000000001
CONFIRMED,0,0,0,0,31.0033072,143.29085,0.151,5.252999999999999,645.0,2.72,616.0,34.03,22.1,6090.0,1.071
CANDIDATE,0,0,0,0,19.18109525,141.37097,0.006999999999999999,2.424,865.0,1.72,513.0,16.42,17.6,5214.0,0.5870000000000001
CANDIDATE,0,0,0,0,122.11555,228.38,0.23,16.07,1100.0,2.96,351.0,3.6,12.2,5592.0,0.894
FALSE POSITIVE,0,0,0,1,1.213742728,131.74123,0.627,3.596,31.7,1.18,2599.0,10804.6,20.3,6532.0,1.9869999999999999
CANDIDATE,0,0,0,0,225.48805,224.2023,0.8170000000000001,19.46,380.0,1.7,267.0,1.2,11.6,5663.0,0.782
FALSE POSITIVE,1,0,0,0,366.74866000000003,308.3136,0.6629999999999999,12.446,419.0,2.35,281.0,1.48,9.1,6136.0,1.087
FALSE POSITIVE,1,0,1,1,0.93374894,131.526,0.457,4.637,226.0,0.18,433.0,8.36,9.3,2661.0,0.11599999999999999
FALSE POSITIVE,0,1,0,1,0.7345486240000001,132.16826,0.747,2.207,58.6,0.84,2082.0,4454.22,25.1,6046.0,1.0070000000000001
FALSE POSITIVE,1,0,0,0,317.99484,393.0306,0.405,7.28,719.0,2.22,241.0,0.79,8.4,5665.0,0.82
FALSE POSITIVE,1,0,0,0,432.96732000000003,173.2686,0.18899999999999997,10.85,866.0,1.64,151.0,0.12,10.0,4403.0,0.5760000000000001
FALSE POSITIVE,1,0,0,0,614.39054,332.5045,0.11,9.312000000000001,289.0,2.43,269.0,1.24,10.2,6228.0,1.4269999999999998
CANDIDATE,0,0,0,0,578.88761,219.2878,0.24,18.521,76.8,1.69,315.0,2.32,15.1,6180.0,1.9169999999999998
FALSE POSITIVE,1,0,0,0,238.561202,273.2378,0.732,11.9,260.0,5.75,568.0,24.55,16.4,6565.0,3.3080000000000003
CANDIDATE,0,0,0,0,218.771117,250.92469,0.95,3.201,140.0,250.2,1997.0,3757.91,8.4,3297.0,151.184
FALSE POSITIVE,1,0,0,0,334.87402000000003,426.2844,1.165,35.42,388.0,47.48,408.0,6.52,19.1,6122.0,2.3480000000000003
FALSE POSITIVE,1,0,0,0,370.2402,307.3322,1.239,31.46,1270.0,29.24,270.0,1.26,20.5,6296.0,0.966
FALSE POSITIVE,0,1,1,1,1.6749811999999997,131.79288,0.382,2.707,94.0,79.51,8986.0,1540745.8,8.9,3940.0,84.461
FALSE POSITIVE,1,0,0,0,288.678554,143.8403,0.7170000000000001,9.197000000000001,243.0,0.96,172.0,0.21,10.8,4326.0,0.575
FALSE POSITIVE,1,0,0,0,307.94735719999994,316.0192261,0.966,15.0,11300.0,76.66,492.0,13.83,16.5,4878.0,4.461
FALSE POSITIVE,1,0,0,0,277.25118,400.0395,0.932,8.742,1520.0,5.02,304.0,2.02,15.3,6046.0,1.048
FALSE POSITIVE,0,1,0,0,1.5601585619999998,132.368518,0.7120000000000001,3.4248,240000.0,45.91,1223.0,530.79,459.9,4926.0,0.7490000000000001
FALSE POSITIVE,0,1,0,1,8.65311903,134.30128,0.701,1.273,207.0,0.85,493.0,13.95,8.9,3929.0,0.55
FALSE POSITIVE,1,0,0,0,2.500560859,131.6761907,0.10400000000000001,7.5902,20.4,0.48,1486.0,1149.55,4.5,6305.0,1.052
FALSE POSITIVE,0,0,1,1,1.288046428,132.00088,0.21899999999999997,3.637,32.3,2.18,2945.0,17822.99,20.3,5216.0,3.8710000000000004
FALSE POSITIVE,0,1,0,0,3.457078812,131.80580690000002,0.317,5.2405800000000005,316000.0,86.12,1603.0,1560.4,6009.0,6526.0,1.482
FALSE POSITIVE,0,0,1,1,0.851678507,131.62317,0.418,2.028,67.9,0.85,1840.0,2698.28,9.1,5403.0,1.0290000000000001
FALSE POSITIVE,1,0,1,0,0.776950288,132.0396,0.047,1.288,396.0,1.72,1882.0,2974.07,25.8,5861.0,0.865
FALSE POSITIVE,1,0,1,0,358.96247,295.9933,0.424,23.49,671.0,2.37,242.0,0.81,12.1,5743.0,0.904
FALSE POSITIVE,1,0,1,0,358.96844,295.8289,0.151,21.71,808.0,2.7,263.0,1.13,13.3,6117.0,0.9470000000000001
CANDIDATE,0,0,0,0,8.4795266,138.1276,0.136,6.0520000000000005,163.0,1.18,865.0,132.02,8.0,5841.0,0.9309999999999999
CONFIRMED,0,0,0,0,7.76845639,138.06602,0.353,3.6889999999999996,218.0,1.35,841.0,118.09,23.6,5447.0,0.917
FALSE POSITIVE,1,0,1,1,2.4045569490000003,131.67616,0.97,7.4918,409.0,4.69,1958.0,3474.41,147.1,6426.0,1.775
FALSE POSITIVE,0,0,1,0,0.941603153,132.976171,0.93,1.1886,462.0,2.29,1608.0,1575.78,46.2,5237.0,0.8370000000000001
CANDIDATE,0,0,0,0,7.16520428,132.96921,0.142,1.705,434.0,2.31,1034.0,270.34,17.6,6174.0,1.103
FALSE POSITIVE,0,0,1,0,22.32423657,134.44763,0.965,3.6689999999999996,1300.0,4.56,611.0,32.87,29.9,5648.0,0.912
FALSE POSITIVE,1,0,0,0,375.408923,364.4869,0.529,11.437999999999999,87.3,4.48,858.0,128.15,15.3,11357.0,4.5280000000000005
FALSE POSITIVE,0,0,0,1,2.17812769,132.02922,0.5329999999999999,1.645,61.7,0.78,1421.0,963.16,10.4,6014.0,0.958
CANDIDATE,0,0,0,0,67.17662686,144.11926409999998,1.236,3.1147,1690.0,9.66,179.0,0.24,5.9,3391.0,0.311
FALSE POSITIVE,1,0,1,1,0.93373895,132.4707,0.259,4.156000000000001,39.6,0.64,1993.0,3723.37,10.5,6223.0,1.006
FALSE POSITIVE,0,0,1,1,0.93373718,132.4634,0.29,2.582,18.9,0.48,2097.0,4570.22,8.4,6367.0,1.087
CANDIDATE,0,0,0,0,359.33831000000004,152.5082,0.17600000000000002,18.566,978.0,2.33,216.0,0.52,15.8,5316.0,0.753
FALSE POSITIVE,1,0,0,0,213.20197799999997,309.9395,0.214,15.395999999999999,697.0,1.91,221.0,0.56,12.9,4594.0,0.752
FALSE POSITIVE,1,0,0,0,77.773042,168.8387,0.5579999999999999,2.285,433.0,15.03,955.0,196.5,7.7,4763.0,7.068
FALSE POSITIVE,1,0,0,0,381.782641,241.1226,1.204,4.52,368.0,55.75,384.0,5.12,8.6,6056.0,2.29
FALSE POSITIVE,1,0,0,0,354.7897,434.394,0.449,12.62,81.0,0.47,134.0,0.08,9.2,3778.0,0.515
FALSE POSITIVE,1,0,0,0,235.544698,191.2774,0.005,8.93,299.0,2.13,316.0,2.36,9.2,5533.0,1.255
FALSE POSITIVE,1,0,0,0,115.28415,219.612,0.39,11.39,415.0,2.05,374.0,4.63,9.5,5780.0,1.0
FALSE POSITIVE,1,0,0,0,293.38641,308.6624,0.537,15.23,94.9,1.35,347.0,3.43,13.4,6392.0,1.34
FALSE POSITIVE,1,0,0,0,677.56282,214.2391,0.537,10.53,631.0,2.24,190.0,0.31,8.5,5511.0,0.872
CANDIDATE,0,0,0,0,66.716453,150.0569,0.5479999999999999,3.855,626.0,2.2,402.0,6.18,8.1,5447.0,0.8590000000000001
FALSE POSITIVE,1,0,0,0,371.21205,307.6693,0.35700000000000004,19.95,720.0,2.55,259.0,1.07,12.9,6106.0,0.94
FALSE POSITIVE,1,0,0,0,190.783023,213.6601,0.08800000000000001,4.069,1390.0,71.66,989.0,226.51,9.5,5013.0,19.813
FALSE POSITIVE,0,1,0,0,5.270733213,136.180853,0.428,2.7822,294000.0,37.93,693.0,54.59,553.0,4348.0,0.6779999999999999
FALSE POSITIVE,1,0,1,1,0.7551011409999999,131.8211,0.523,3.3710000000000004,76.7,0.19,680.0,50.92,13.4,3256.0,0.207
FALSE POSITIVE,1,0,0,0,11.02520205,131.715631,0.439,12.8097,430000.0,164.02,1294.0,663.18,2585.5,6047.0,2.3
FALSE POSITIVE,0,1,0,0,5.06318803,133.707285,3.4,13.8913,663000.0,302.18,908.0,160.52,1602.7,5375.0,0.752
CANDIDATE,0,0,0,0,219.20578999999998,327.89099999999996,0.517,14.5,208.0,2.66,456.0,10.18,15.2,6990.0,1.785
FALSE POSITIVE,1,0,0,0,58.873429,153.9076,0.0,17.487000000000002,226000.0,76.18,679.0,50.35,106.8,7078.0,1.568
CANDIDATE,0,0,0,0,23.266633,132.4386,0.092,8.315,49.9,2.66,1156.0,422.77,11.4,5758.0,3.775
FALSE POSITIVE,1,0,1,0,0.687506554,131.85963999999998,0.085,1.4409999999999998,130.0,8.73,4748.0,120304.4,14.4,4643.0,7.906000000000001
FALSE POSITIVE,1,0,0,0,472.071079,310.7718,0.38799999999999996,5.7589999999999995,253.0,2.01,268.0,1.22,6.4,6186.0,1.253
CONFIRMED,0,0,0,0,57.689621200000005,139.92753000000002,0.924,5.118,1630.0,5.14,512.0,16.19,30.2,6228.0,1.0490000000000002
CONFIRMED,0,0,0,0,12.90467523,144.32009,0.5529999999999999,3.28,412.0,1.49,545.0,20.91,21.2,4513.0,0.722
CONFIRMED,0,0,0,0,24.3344939,147.41891999999999,0.017,6.557,323.0,1.74,647.0,41.3,18.1,6091.0,0.9670000000000001
CONFIRMED,0,0,0,0,0.984941669,133.31801000000002,0.045,1.9724,81.4,1.49,2335.0,7044.68,22.9,5825.0,1.662
CONFIRMED,0,0,0,0,48.4313003,141.45612,0.846,4.03,886.0,2.78,396.0,5.81,17.3,4891.0,0.805
CANDIDATE,0,0,0,0,34.57371851,136.2275493,0.22,2.1742,399.0,0.42,199.0,0.37,5.7,3374.0,0.218
FALSE POSITIVE,0,0,1,1,0.9337491,132.44899999999998,0.084,3.842,98.1,0.79,1662.0,1809.26,12.6,5628.0,0.8079999999999999
FALSE POSITIVE,0,0,1,1,0.93374417,132.44558999999998,0.27699999999999997,3.385,31.3,0.64,2126.0,4835.58,9.9,6363.0,1.131
FALSE POSITIVE,0,0,1,1,0.9337465,131.5267,0.16699999999999998,3.6289999999999996,49.9,0.63,1863.0,2852.33,11.6,6102.0,0.887
FALSE POSITIVE,0,0,1,1,0.93371631,131.5435,0.401,4.343999999999999,61.3,0.7,1743.0,2180.39,10.3,5734.0,0.883
FALSE POSITIVE,1,0,0,0,260.02265,329.8262,0.8420000000000001,12.009,2060.0,3.13,217.0,0.53,25.7,5250.0,0.608
FALSE POSITIVE,1,0,1,0,443.66,523.3480000000001,1.194,7.99,361.0,33.2,331.0,2.85,6.3,6743.0,1.433
FALSE POSITIVE,1,0,0,0,366.28999,460.2423,0.654,10.869000000000002,2570.0,68.39,666.0,46.47,11.9,5083.0,12.868
FALSE POSITIVE,0,0,1,0,72.6549842,170.59195,1.141,5.502999999999999,389.0,34.52,699.0,56.33,22.1,6793.0,1.96
CANDIDATE,0,0,0,0,54.75388384,156.21929269999998,0.009000000000000001,2.0865,442.0,2.21,521.0,17.47,0.9,6242.0,1.047
FALSE POSITIVE,1,0,0,0,379.42818,358.9906,0.006,11.24,404.0,1.89,252.0,0.95,11.1,5947.0,0.945
FALSE POSITIVE,1,0,0,0,371.90464,308.9957,0.922,25.36,519.0,2.88,271.0,1.28,14.4,6164.0,1.045
FALSE POSITIVE,1,0,0,0,362.85801000000004,152.6104,0.626,17.03,152.0,1.9,353.0,3.66,10.1,6740.0,1.4709999999999999
FALSE POSITIVE,1,0,0,0,384.558321,160.73276,0.9470000000000001,4.76,1330.0,14.33,382.0,5.03,10.1,5078.0,3.0
FALSE POSITIVE,1,0,0,0,397.72733,264.7499,0.013000000000000001,11.683,233.0,1.48,253.0,0.97,9.0,6032.0,0.973
FALSE POSITIVE,1,0,0,0,504.88419000000005,357.6471,1.26,20.18,5060.0,25.19,157.0,0.14,15.9,4559.0,0.655
FALSE POSITIVE,0,1,0,0,17.52782681,144.5700534,0.5670000000000001,5.78491,348000.0,49.36,554.0,22.31,2450.1,5079.0,0.732
FALSE POSITIVE,0,1,1,0,0.6047554620000001,131.84831,0.039,1.3741,335.0,1.29,1598.0,1534.24,40.3,4842.0,0.726
CANDIDATE,0,0,0,0,5.21395046,135.7252,0.195,3.188,78.5,1.24,1201.0,492.29,8.6,5529.0,1.412
FALSE POSITIVE,0,1,0,0,7.002865192000001,136.013297,0.358,5.90232,350000.0,75.09,1197.0,486.09,8168.6,6818.0,1.216
CANDIDATE,0,0,0,0,455.62395,581.8806,0.335,13.07,1110.0,3.0,228.0,0.64,14.0,5883.0,0.892
FALSE POSITIVE,1,0,0,0,508.807642,368.34861,0.016,4.495,2130.0,39.59,595.0,29.54,14.8,4893.0,8.811
CANDIDATE,0,0,0,0,413.51856000000004,374.3587,0.019,10.395,391.0,1.96,254.0,0.98,7.9,6031.0,0.992
CANDIDATE,0,0,0,0,5.4398032999999995,135.1594,0.136,3.2560000000000002,85.5,1.0,1112.0,361.47,8.4,6108.0,1.08
FALSE POSITIVE,1,0,0,0,1.381257093,131.84079,0.35100000000000003,1.125,92.3,1.1,1728.0,2110.47,11.0,5861.0,1.131
FALSE POSITIVE,0,0,1,1,1.52593737,132.6849,0.6809999999999999,1.9580000000000002,159.0,1.39,1697.0,1963.41,9.6,6184.0,1.038
FALSE POSITIVE,1,0,1,1,373.74691,259.9281,0.8340000000000001,28.37,622.0,2.65,260.0,1.08,16.2,6131.0,0.945
FALSE POSITIVE,1,0,0,0,1.4563833990000001,132.71661,1.169,11.838,212.0,52.87,2721.0,12950.97,94.0,6184.0,2.6460000000000004
CANDIDATE,0,0,0,0,188.881049,280.06822,0.504,1.49,326.0,1.86,330.0,2.79,12.9,6077.0,0.9990000000000001
FALSE POSITIVE,0,1,0,0,1.07383154,132.0326,1.198,4.846,31400.0,137.54,3791.0,48979.38,137.3,8059.0,2.859
FALSE POSITIVE,0,0,1,0,2.9322508999999997,133.7648,0.457,2.931,181.0,1.33,1312.0,700.81,13.1,6106.0,0.966
FALSE POSITIVE,0,0,1,1,4.98845099,133.74684,0.040999999999999995,7.452999999999999,194.0,1.33,1055.0,292.71,23.3,5695.0,0.961
CONFIRMED,0,0,0,0,0.664074145,133.40285,0.525,1.0925,213.0,1.19,1703.0,1998.48,20.9,5178.0,0.797
CONFIRMED,0,0,0,0,22.40777833,153.79858000000002,0.147,3.2881,661.0,1.15,319.0,2.44,33.9,3751.0,0.44299999999999995
FALSE POSITIVE,0,1,0,0,0.328686504,132.77146000000002,0.233,0.8592,172.0,1.11,2324.0,6891.11,26.8,5430.0,0.847
FALSE POSITIVE,1,0,1,1,0.93376131,132.4342,0.312,3.747,55.6,0.61,1682.0,1891.81,10.5,5665.0,0.82
FALSE POSITIVE,1,0,1,1,0.93377253,132.429,0.004,2.544,30.0,0.43,1644.0,1734.32,8.4,5595.0,0.7959999999999999
FALSE POSITIVE,0,0,0,1,0.93376021,132.4413,0.297,3.182,56.5,0.4,1019.0,253.97,9.5,3885.0,0.54
FALSE POSITIVE,0,0,0,1,0.93372008,131.54399999999998,0.413,2.591,17.0,0.41,1990.0,3704.01,7.9,6221.0,0.983
